Location,College,Program,Center Name,Street Address ,Suite/Floor/Mailbox,City/Town,Province,Postal Code,Mailing Address - PO Box/Street,Mailing Detail,Mailing - City,Mailing - Province,Mailing - Postal Code,Contact,Fax,Web,Phone
"(44.64461, -63.618359)",Eastern College (Halifax),Veterinary Administrative Assistant,,6940 Mumford Road,Suite 111,Halifax,NS,B3L 0B7,100-84 Chain Lake Drive,Corporate Office,Halifax,NS,B3S 1A2,Ms. Simone Maillet,902-423-2042,http://www.easterncollege.ca,902-423-3933
"(44.63787, -63.667686)",Eastern Esthetics Career College,Nail Technology Program,,19 Crane Lake Drive,,Halifax,NS,B3S 1B5,,,,,,Ms. Susan Keddy,902-450-2165,http://www.lcneast.com,902-450-2160
"(44.63787, -63.667686)",Eastern Esthetics Career College,Hair Removal Program,,19 Crane Lake Drive,,Halifax,NS,B3S 1B5,,,,,,Ms. Susan Keddy,902-450-2165,http://www.lcneast.com,902-450-2160
"(45.069618, -64.461998)",Elevate Beauty Institute of Cosmetology,Esthetics,,77 Crescent Drive,Suite 4,New Minas,NS,B4N 3G7,,,,,,Mr. Quinn Menzies,,http://www.elevatebeauty.ca,902-365-3993
"(45.069618, -64.461998)",Elevate Beauty Institute of Cosmetology,Hair,,77 Crescent Drive,Suite 4,New Minas,NS,B4N 3G7,,,,,,Mr. Quinn Menzies,,http://www.elevatebeauty.ca,902-365-3993
"(45.069618, -64.461998)",Elevate Beauty Institute of Cosmetology,Nail Technology (Full-time),,77 Crescent Drive,Suite 4,New Minas,NS,B4N 3G7,,,,,,Mr. Quinn Menzies,,http://www.elevatebeauty.ca,902-365-3993
"(44.709964, -63.61288)",Transport Training Centres of Canada Ltd.,Straight Truck Program (Class 3),,9 Pettipas Drive,Unit 1,Dartmouth,NS,B3B 1K1,,,,,,Mr. John Beaudry,902-468-7122,http://www.ttcc.ca,902-468-8999
"(44.709964, -63.61288)",Transport Training Centres of Canada Ltd.,Transport Training Program (Class 1) with Internship,,9 Pettipas Drive,Unit 1,Dartmouth,NS,B3B 1K1,,,,,,Mr. John Beaudry,902-468-7122,http://www.ttcc.ca,902-468-8999
"(45.351324, -63.28882)",Futureworx Career College,Continuing Care Assistant,,Permanent Campus: 80 Glenwood Drive,,Truro,NS,B2N 1P3,Head Office: 14 Court Street,Suite 305,Truro,NS,B2N 3H7,Mr. Randy Lindsay,902-843-4294,http://www.futureworx.ca,902-895-2837
"(45.351324, -63.28882)",Futureworx Career College,Continuing Care Assistant RPL,,Permanent Campus: 80 Glenwood Drive,,Truro,NS,B2N 1P3,Head Office: 14 Court Street,Suite 305,Truro,NS,B2N 3H7,Mr. Randy Lindsay,902-843-4294,http://www.futureworx.ca,902-895-2837
"(44.661526, -63.656864)",Hair Design Centre Limited,Esthetics,,278 Lacewood Drive,,Halifax,NS,B3M 3N8,,,,,,Ms. Quentina Parsons,902-422-6420,http://www.hairdesigncentre.com,902-455-0535
"(44.661526, -63.656864)",Hair Design Centre Limited,Hair Design,,278 Lacewood Drive,,Halifax,NS,B3M 3N8,,,,,,Ms. Quentina Parsons,902-422-6420,http://www.hairdesigncentre.com,902-455-0535
"(44.661526, -63.656864)",Hair Design Centre Limited,Make Up Artistry,,278 Lacewood Drive,,Halifax,NS,B3M 3N8,,,,,,Ms. Quentina Parsons,902-422-6420,http://www.hairdesigncentre.com,902-455-0535
"(46.210018, -60.250465)",Hair Masters,2-Year Basic Cosmetology Program,,26 Archibald Avenue,,North Sydney,NS,B2A 2W3,,,,,,Ms. Angela Iannetti,,http://www.hairmasters-esthetics.com,902-794-2460
"(46.210018, -60.250465)",Hair Masters,Aesthetics,,26 Archibald Avenue,,North Sydney,NS,B2A 2W3,,,,,,Ms. Angela Iannetti,,http://www.hairmasters-esthetics.com,902-794-2460
"(46.210018, -60.250465)",Hair Masters,Hairdressing,,26 Archibald Avenue,,North Sydney,NS,B2A 2W3,,,,,,Ms. Angela Iannetti,,http://www.hairmasters-esthetics.com,902-794-2460
"(46.210018, -60.250465)",Hair Masters,Nail Technology,,26 Archibald Avenue,,North Sydney,NS,B2A 2W3,,,,,,Ms. Angela Iannetti,,http://www.hairmasters-esthetics.com,902-794-2460
"(44.677336, -63.581734)",Halifax Regional Police Training School,Police Science,,2 Chapman Street,,Dartmouth,NS,B3A 0C3,,,,,,Sergeant Ken Burton,902-490-4671,https://www.halifax.ca/fire-police/police,902-490-5345
"(44.649285, -63.578503)",ICT Northumberland College,Massage Therapy Diploma Program,,1888 Brunswick Street,,Halifax,NS,B3J 3J8,,,,,,Ms. Karen MacKenzie,902-425-2858,http://www.ictschools.com,902-425-2869
"(44.649285, -63.578503)",ICT Northumberland College,Massage Therapy Diploma Program (Fast Track program),,1888 Brunswick Street,,Halifax,NS,B3J 3J8,,,,,,Ms. Karen MacKenzie,902-425-2858,http://www.ictschools.com,902-425-2869
"(44.649285, -63.578503)",ICT Northumberland College,Massage Therapy Diploma Program(s) / Part-time: 3 years,,1888 Brunswick Street,,Halifax,NS,B3J 3J8,,,,,,Ms. Karen MacKenzie,902-425-2858,http://www.ictschools.com,902-425-2869
"(44.649285, -63.578503)",ICT Northumberland College,Massage Therapy Diploma Program(s) / Part-time: 4 years,,1888 Brunswick Street,,Halifax,NS,B3J 3J8,,,,,,Ms. Karen MacKenzie,902-425-2858,http://www.ictschools.com,902-425-2869
"(45.367993, -63.280847)",Jane Norman College (Truro),Early Childhood Education Diploma Program,,60 Lorne Street,Suite 1,Truro,NS,B2N 3K3,,,,,,Ms. Kimberley Elliott,902-895-4487,http://www.janenorman.ca,902-893-3342
"(45.367993, -63.280847)",Jane Norman College (Truro),Early Childhood Education - Part-time,,60 Lorne Street,Suite 1,Truro,NS,B2N 3K3,,,,,,Ms. Kimberley Elliott,902-895-4487,http://www.janenorman.ca,902-893-3342
"(45.367993, -63.280847)",Jane Norman College (Truro),Public School Program Assistant - Part-time,,60 Lorne Street,Suite 1,Truro,NS,B2N 3K3,,,,,,Ms. Kimberley Elliott,902-895-4487,http://www.janenorman.ca,902-893-3342
"(45.367993, -63.280847)",Jane Norman College (Truro),Teacher Assistant (Full-time),,60 Lorne Street,Suite 1,Truro,NS,B2N 3K3,,,,,,Ms. Kimberley Elliott,902-895-4487,http://www.janenorman.ca,902-893-3342
"(45.367993, -63.280847)",Jane Norman College (Truro),Youth Worker Diploma,,60 Lorne Street,Suite 1,Truro,NS,B2N 3K3,,,,,,Ms. Kimberley Elliott,902-895-4487,http://www.janenorman.ca,902-893-3342
"(46.109084, -60.201346)",Island Career Academy,Community Residential Worker (CRW),,721 Alexandra Street,,Sydney,NS,B1S 2H4,,,,,,Mr. Henry Johnston,902-562-6175,http://www.islandcareeracademy.ca,902-564-6112
"(46.109084, -60.201346)",Island Career Academy,Continuing Care Assistant,,721 Alexandra Street,,Sydney,NS,B1S 2H4,,,,,,Mr. Henry Johnston,902-562-6175,http://www.islandcareeracademy.ca,902-564-6112
"(46.109084, -60.201346)",Island Career Academy,Eartly Childhood Education,,721 Alexandra Street,,Sydney,NS,B1S 2H4,,,,,,Mr. Henry Johnston,902-562-6175,http://www.islandcareeracademy.ca,902-564-6112
"(46.109084, -60.201346)",Island Career Academy,Human Resources,,721 Alexandra Street,,Sydney,NS,B1S 2H4,,,,,,Mr. Henry Johnston,902-562-6175,http://www.islandcareeracademy.ca,902-564-6112
"(46.109084, -60.201346)",Island Career Academy,Medical Office Administrator,,721 Alexandra Street,,Sydney,NS,B1S 2H4,,,,,,Mr. Henry Johnston,902-562-6175,http://www.islandcareeracademy.ca,902-564-6112
"(46.109084, -60.201346)",Island Career Academy,Massage Therapy,,721 Alexandra Street,,Sydney,NS,B1S 2H4,,,,,,Mr. Henry Johnston,902-562-6175,http://www.islandcareeracademy.ca,902-564-6112
"(46.109084, -60.201346)",Island Career Academy,Office Administration,,721 Alexandra Street,,Sydney,NS,B1S 2H4,,,,,,Mr. Henry Johnston,902-562-6175,http://www.islandcareeracademy.ca,902-564-6112
"(46.109084, -60.201346)",Island Career Academy,Paralegal/Legal Assistant,,721 Alexandra Street,,Sydney,NS,B1S 2H4,,,,,,Mr. Henry Johnston,902-562-6175,http://www.islandcareeracademy.ca,902-564-6112
"(44.774552, -63.695607)",Maritime Business College,2D-3D Animation and Digital Arts,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Accounting Specialist,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Anesthesia Technology,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Business Administration & Marketing,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Corrections & Law Enforcement,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Counselling Skills - Social / Human Services,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Human Services Support Worker,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Information Systems Administrator,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Interior Decorating,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Medical and Dental Office Administrator,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Medical Office Administration,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Office Administration,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Paralegal,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Travel and Hospitality Management,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Veterinary Assistant,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.774552, -63.695607)",Maritime Business College,Veterinary Technology,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Toby Humphreys,902-469-4433,http://www.maritimebusinesscollege.ca,902-463-0604
"(44.65047, -63.597661)",Maritime Conservatory of the Performing Arts,School of Dance - Teacher Training,,6199 Chebucto Road,,Halifax,NS,B3L 1K7,,,,,,John Murray,902-423-6029,http://martimeconservatory.com,902-423-6995
"(46.121211, -60.197196)",Maritime Environmental Training Institute,Class 1 Driver Tractor Trailer,,301 Alexandra Street,,Sydney,NS,B1S 2E8,,,,,,Mr. Joe Pembroke,902-567-1029,http://www.metiatlantic.com,902-539-9766
"(46.121211, -60.197196)",Maritime Environmental Training Institute,Construction and Oilfield Driver (Class 3),,301 Alexandra Street,,Sydney,NS,B1S 2E8,,,,,,Mr. Joe Pembroke,902-567-1029,http://www.metiatlantic.com,902-539-9766
"(46.121211, -60.197196)",Maritime Environmental Training Institute,Earthmoving Operator,,301 Alexandra Street,,Sydney,NS,B1S 2E8,,,,,,Mr. Joe Pembroke,902-567-1029,http://www.metiatlantic.com,902-539-9766
"(46.121211, -60.197196)",Maritime Environmental Training Institute,Environmental Health & Safety Technician,,301 Alexandra Street,,Sydney,NS,B1S 2E8,,,,,,Mr. Joe Pembroke,902-567-1029,http://www.metiatlantic.com,902-539-9766
"(46.121211, -60.197196)",Maritime Environmental Training Institute,Oil and Construction Skilled Labourer,,301 Alexandra Street,,Sydney,NS,B1S 2E8,,,,,,Mr. Joe Pembroke,902-567-1029,http://www.metiatlantic.com,902-539-9766
"(46.121211, -60.197196)",Maritime Environmental Training Institute,Pre-Employment Scaffolding Erector,,301 Alexandra Street,,Sydney,NS,B1S 2E8,,,,,,Mr. Joe Pembroke,902-567-1029,http://www.metiatlantic.com,902-539-9766
"(45.302801, -63.18075)",Maritime Farrier School,Elements of Farrier Science,,2425 Camden Road,,Truro,NS,B6L 3C2,,,,,,Mr. Peter Allen,,http://www.maritimefarrierschool.com,902-899-2267
"(44.698629, -63.579618)",Medavie HealthEd - Dartmouth,Advanced Care Paramedic,,201 Brownlow Avenue,Unit 33,Dartmouth,NS,B3B 1W2,201 Brownlow Avenue,Unit 33,Dartmouth,NS,B3B 1W2,Mr. Joe Gillan,902-434-2242,http://www.medaviehealthed.com,
"(44.698629, -63.579618)",Medavie HealthEd - Dartmouth,Primary Care Paramedic,,201 Brownlow Avenue,Unit 33,Dartmouth,NS,B3B 1W2,201 Brownlow Avenue,Unit 33,Dartmouth,NS,B3B 1W2,Mr. Joe Gillan,902-434-2242,http://www.medaviehealthed.com,
"(46.134757, -60.191967)",New Dawn College One,Continuing Care Assistant Diploma Program,,106 Townsend Street,,Sydney,NS,B1P 5E1,PO Box 1055,,Sydney,NS,B1P 6J7,Mr. Leonard Murray,902-593-7210,http://college.newdawn.ca,902-539-9560
"(46.167857, -60.167231)",New Dawn College Two,Basic Welding Diploma Program,Pine Tree Park Estates,100 Military Road,,Sydney,NS,B1N 3K6,PO Box 1055,,Sydney,NS,B1P 6J7,Mr. Leonard Murray,902-593-7210,http://college.newdawn.ca,902-539-9560
"(46.167857, -60.167231)",New Dawn College Two,High Pressure Pipe Welding Program,Pine Tree Park Estates,100 Military Road,,Sydney,NS,,PO Box 1055,,Sydney,NS,B1P 6J7,Mr. Leonard Murray,902-593-7210,http://college.newdawn.ca,902-539-9560
"(44.645546, -63.595823)",Nova Scotia College of Early Childhood Education Society,Early Childhood Education - Full Time,,6208 Quinpool Road,2nd Floor,Halifax,NS,B3L 1A3,,,,,,Jewell Mitchell,902-423-3346,http://www.nscece.ca,902-423-7114
"(44.775801, -63.607067)",Nova Scotia Firefighters School,Certified Level 1 & 2 Firefighter,,48 Powder Mill Road,,Waverley,NS,B2R 1E9,,,,,,Mr. John Cunningham,902-860-0255,http://www.nsfs.ns.ca,902-861-3823
"(45.008401, -64.205722)",Operating Engineers Investment Limited,Crane Course,,296 Grey Mountain Road,,Falmouth,NS,B0P 1L0,251 Brownlow Avenue,,Dartmouth,NS,B3B 2A9,Mr. Ken Estabrooks,902-864-0676,http://www.trainingforthefuture.ca,902-865-8844
"(45.008401, -64.205722)",Operating Engineers Investment Limited,Fundamentals of Earthmoving,,296 Grey Mountain Road,,Falmouth,NS,B0P 1L0,251 Brownlow Avenue,,Dartmouth,NS,B3B 2A9,Mr. Ken Estabrooks,902-864-0676,http://www.trainingforthefuture.ca,902-865-8844
"(45.008401, -64.205722)",Operating Engineers Investment Limited,Truck Driver Training Class 3,,296 Grey Mountain Road,,Falmouth,NS,B0P 1L0,251 Brownlow Avenue,,Dartmouth,NS,B3B 2A9,Mr. Ken Estabrooks,902-864-0676,http://www.trainingforthefuture.ca,902-865-8844
"(45.071315, -64.560476)",PeopleWorx,(CITI) Collaborative Industry Training Initiative Continuing Care Assistant,,11 Opportunity Lane,,Coldbrook,NS,B4R 0A4,,,,,,Kim Aker,902-678-0079,http://www.peopleworx.ca,902-679-7591
"(45.071315, -64.560476)",PeopleWorx,Continuing Care Assistant,,11 Opportunity Lane,,Coldbrook,NS,B4R 0A4,,,,,,Kim Aker,902-678-0079,http://www.peopleworx.ca,902-679-7591
"(44.664225, -63.617797)",Ravensberg College,Law Enforcement Foundations,,3660 Commission Street,2nd Floor,Halifax,NS,B3K 0A5,,,,,,Mr. Jason Spillner,902-404-4225,http://www.ravensbergcollege.ca,902-482-4704
"(44.773999, -63.696165)",Success College,Business Administration,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Ms. Brittany Wilcox,902-865-0285,http://www.successcollege.ca,902-865-8283
"(44.773999, -63.696165)",Success College,Child and Youth Care Worker,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Ms. Brittany Wilcox,902-865-0285,http://www.successcollege.ca,902-865-8283
"(44.773999, -63.696165)",Success College,Continuing Care Assistant,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Ms. Brittany Wilcox,902-865-0285,http://www.successcollege.ca,902-865-8283
"(44.773999, -63.696165)",Success College,Corrections & Law Enforcement,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Ms. Brittany Wilcox,902-865-0285,http://www.successcollege.ca,902-865-8283
"(44.773999, -63.696165)",Success College,Counselling Skills - Social / Human Services,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Ms. Brittany Wilcox,902-865-0285,http://www.successcollege.ca,902-865-8283
"(44.773999, -63.696165)",Success College,I.T. Specialist,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Ms. Brittany Wilcox,902-865-0285,http://www.successcollege.ca,902-865-8283
"(44.773999, -63.696165)",Success College,Interior Decorating,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Ms. Brittany Wilcox,902-865-0285,http://www.successcollege.ca,902-865-8283
"(44.773999, -63.696165)",Success College,Medical and Dental Office Administrator,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Ms. Brittany Wilcox,902-865-0285,http://www.successcollege.ca,902-865-8283
"(44.773999, -63.696165)",Success College,Paralegal Plus,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Ms. Brittany Wilcox,902-865-0285,http://www.successcollege.ca,902-865-8283
"(44.773999, -63.696165)",Success College,Travel & Tourism Management,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Ms. Brittany Wilcox,902-865-0285,http://www.successcollege.ca,902-865-8283
"(44.773999, -63.696165)",Success College,Travel & Tourism Management with Familiarization Trip,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Ms. Brittany Wilcox,902-865-0285,http://www.successcollege.ca,902-865-8283
"(44.773999, -63.696165)",Success College,Vetrinary Assistant,,800 Sackville Drive,,Lower Sackville,NS,B4E 1R8,,,,,,Ms. Brittany Wilcox,902-865-0285,http://www.successcollege.ca,902-865-8283
"(44.634309, -63.575519)",The Bloom Institute of Holistic Living and Learning Inc.,Bloom Herbal Practitioner,,989 Young Avenue,,Halifax,NS,B3H 2V9,,,,,,Ms. Savayda Jarone,,,902-957-1534
"(44.65868, -63.543853)",UA 56 Pipe Trades Career College Inc.,Steamfitter/Pipefitter Pre-Employment,,40 Neptune Crescent,,Dartmouth,NS,B2Y 4R8,,,,,,Mr. Darren Muise,902-463-6770,http://www.ualocal56.ca,902-442-0120
