ParkName,State,partySize,BookingType,RateType,Equipment
Graves Island,NS ,2,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,LT 20ft
Mira River,NS ,3,CampsitePermit,Full,LT 20ft
Graves Island,NS ,2,CampsitePermit,Veteran,ST
Amherst Shore,NS ,2,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,4,CampsitePermit,Full,LT 20ft
Whycocomagh,ON ,5,YurtPermit,Full,Tents
Five Islands,NS ,4,CampsitePermit,Full,ST
Amherst Shore,ON ,1,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Senior,LT 20ft
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,ON ,6,CampsitePermit,Full,LT 30ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,LT 30ft
Battery,NS ,5,CampsitePermit,Full,Tents
Salsman,NS ,2,CampsitePermit,Full,LT 30ft
Thomas Raddall,QC ,2,CampsitePermit,Full,ST
Amherst Shore,NS ,5,CampsitePermit,Full,Greater than 40ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Mira River,ON ,2,CampsitePermit,Full,ST
Laurie,NS ,3,CampsitePermit,Full,ST
Amherst Shore,NS ,1,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,Greater than 40ft
Smileys,PE ,2,CampsitePermit,Full,LT 20ft
Blomidon,NS ,3,CampsitePermit,Full,ST
Battery,QC ,2,CampsitePermit,Full,ST
Whycocomagh,QC ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Blomidon,NS ,4,CampsitePermit,Full,ST
Porters Lake,NB ,6,CampsitePermit,Full,LT 40ft
Rissers Beach,NS ,2,CampsitePermit,Full,Tents
Laurie,NS ,2,CampsitePermit,Full,LT 40ft
Amherst Shore,ON ,2,CampsitePermit,Senior,LT 20ft
Five Islands,NS ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Senior,LT 20ft
Whycocomagh,NS ,6,CampsitePermit,Full,LT 20ft
Salsman,NS ,2,CampsitePermit,Full,LT 20ft
Blomidon,QC ,2,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,ST
Graves Island,NB ,1,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,4,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Amherst Shore,ON ,4,CampsitePermit,Full,LT 20ft
Battery,ON ,2,CampsitePermit,Full,ST
Rissers Beach,ON ,4,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,AB ,1,CampsitePermit,Full,LT 20ft
Battery,NS ,3,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,4,CampsitePermit,Full,LT 30ft
Amherst Shore,ON ,5,CampsitePermit,Full,LT 30ft
Caribou Munroes,QC ,6,CampsitePermit,Full,LT 30ft
Thomas Raddall,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NB ,3,CampsitePermit,Full,Tents
Porters Lake,NS ,2,CampsitePermit,Full,Tents
Mira River,NS ,2,CampsitePermit,Full,LT 20ft
Battery,QC ,2,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,ST
Porters Lake,ON ,2,CampsitePermit,Full,ST
Amherst Shore,NS ,2,CampsitePermit,Veteran,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Whycocomagh,AB ,2,CampsitePermit,Senior,LT 20ft
Blomidon,MB ,1,CampsitePermit,Full,ST
Thomas Raddall,NS ,5,CampsitePermit,Full,LT 40ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Graves Island,NS ,1,CampsitePermit,Full,ST
Five Islands,NB ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,1,CampsitePermit,Senior,LT 30ft
The Islands,QC ,2,CampsitePermit,Full,LT 30ft
Laurie,NS ,3,CampsitePermit,Full,LT 20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Rissers Beach,NS ,5,CampsitePermit,Full,LT 40ft
Five Islands,NS ,3,CampsitePermit,Full,LT 20ft
Amherst Shore,NS ,2,CampsitePermit,Senior,ST
Dollar Lake,NS ,6,CampsitePermit,Full,ST
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Senior,LT 30ft
Amherst Shore,ON ,2,CampsitePermit,Senior,ST
Mira River,NS ,4,CampsitePermit,Full,ST
Amherst Shore,NB ,1,CampsitePermit,Full,ST
Smileys,NS ,6,CampsitePermit,Senior,Tents
Smileys,NS ,4,CampsitePermit,Full,LT 30ft
Graves Island,ON ,3,CampsitePermit,Full,LT 20ft
Mira River,QC ,4,CampsitePermit,Full,LT 30ft
Porters Lake,AB ,1,CampsitePermit,Full,ST
Caribou Munroes,ON ,2,CampsitePermit,Full,LT 20ft
Graves Island,NS ,4,CampsitePermit,Full,LT 30ft
Mira River,QC ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,LT 20ft
Graves Island,NS ,2,CampsitePermit,Full,LT 30ft
Five Islands,ON ,6,CampsitePermit,Senior,LT 30ft
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Mira River,ON ,2,CampsitePermit,Senior,LT 30ft
Caribou Munroes,NS ,4,CampsitePermit,Full,LT 20ft
Five Islands,NB ,6,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Senior,LT 20ft
Salsman,ON ,2,CampsitePermit,Full,LT 30ft
Valleyview,QC ,2,CampsitePermit,Full,LT 30ft
Graves Island,NS ,5,CampsitePermit,Full,Tents
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,5,CampsitePermit,Full,ST
Rissers Beach,NS ,3,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,5,CampsitePermit,Full,ST
Dollar Lake,NS ,5,CampsitePermit,Full,LT 20ft
Battery,ON ,1,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,LT 30ft
Mira River,AB ,5,CampsitePermit,Full,LT 30ft
Whycocomagh,QC ,2,CampsitePermit,Full,LT 20ft
Battery,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,ON ,2,CampsitePermit,Full,ST
Boylston,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Porters Lake,QC ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Senior,LT 20ft
Five Islands,ON ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT 30ft
Whycocomagh,ON ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Senior,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Amherst Shore,QC ,2,CampsitePermit,Full,LT 30ft
Graves Island,NS ,1,CampsitePermit,Senior,LT 20ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT 30ft
Smileys,NS ,6,CampsitePermit,Full,LT 40ft
Battery,NS ,2,CampsitePermit,Full,ST
Ellenwood Lake,QC ,2,CampsitePermit,Full,LT 20ft
Valleyview,NS ,4,CampsitePermit,Full,LT 40ft
Five Islands,NS ,2,CampsitePermit,Full,LT 20ft
Mira River,NS ,5,CampsitePermit,Full,LT 30ft
Amherst Shore,NS ,4,CampsitePermit,Full,LT 30ft
Five Islands,NS ,3,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,LT 20ft
Blomidon,NB ,2,CampsitePermit,Full,ST
Whycocomagh,NS ,2,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,3,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,3,CampsitePermit,Full,ST
Smileys,NS ,4,CampsitePermit,Full,ST
Blomidon,NS ,3,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,5,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Senior,ST
Whycocomagh,NS ,2,YurtPermit,Full,Tents
Thomas Raddall,NS ,5,CampsitePermit,Full,ST
Rissers Beach,NS ,1,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT 20ft
The Islands,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,ST
Five Islands,QC ,5,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,ST
Amherst Shore,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Full,LT 30ft
Smileys,NS ,2,CampsitePermit,Full,LT 30ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Porters Lake,NB ,2,CampsitePermit,Full,ST
Rissers Beach,ON ,5,CampsitePermit,Full,LT 20ft
Salsman,BC ,2,CampsitePermit,Senior,LT 30ft
Caribou Munroes,NS ,5,CampsitePermit,Full,ST
Ellenwood Lake,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,LT 30ft
Cape Chignecto,NB ,2,BackcountryPermit,Full,ST
Graves Island,NS ,1,CampsitePermit,Full,ST
Smileys,NS ,1,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,ST
Laurie,NS ,6,CampsitePermit,Full,Tents
Smileys,NS ,4,CampsitePermit,Full,ST
Ellenwood Lake,NS ,5,CampsitePermit,Full,LT 40ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Laurie,NS ,3,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 30ft
Whycocomagh,QC ,4,CampsitePermit,Full,LT 20ft
Graves Island,QC ,1,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,LT 30ft
Graves Island,NS ,2,CampsitePermit,Full,LT 40ft
Caribou Munroes,ON ,2,CampsitePermit,Full,ST
Five Islands,NS ,3,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,Tents
Smileys,NS ,6,CampsitePermit,Full,Tents
Valleyview,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 20ft
Amherst Shore,NS ,2,CampsitePermit,Senior,ST
Ellenwood Lake,NB ,1,CampsitePermit,Full,ST
Blomidon,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,LT 30ft
Blomidon,NS ,2,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,LT 40ft
Rissers Beach,NS ,6,CampsitePermit,Full,ST
Boylston,NS ,2,CampsitePermit,Full,ST
Five Islands,NS ,6,CampsitePermit,Full,Tents
Mira River,ON ,2,CampsitePermit,Senior,LT 20ft
Porters Lake,ON ,3,CampsitePermit,Full,ST
Amherst Shore,QC ,1,CampsitePermit,Full,ST
Salsman,NS ,2,CampsitePermit,Senior,Greater than 40ft
Thomas Raddall,QC ,2,CampsitePermit,Full,ST
Graves Island,ON ,5,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Salsman,NS ,2,CampsitePermit,Full,LT 30ft
Caribou Munroes,NS ,4,CampsitePermit,Full,LT 30ft
Valleyview,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,QC ,2,CampsitePermit,Senior,LT 20ft
Mira River,QC ,2,CampsitePermit,Full,LT 20ft
Thomas Raddall,NS ,3,CampsitePermit,Full,LT 30ft
Five Islands,ON ,2,CampsitePermit,Senior,ST
Blomidon,NS ,3,CampsitePermit,Full,LT 20ft
Graves Island,NS ,2,CampsitePermit,Senior,LT 20ft
Caribou Munroes,NS ,2,CampsitePermit,Veteran,LT 30ft
Mira River,NS ,2,CampsitePermit,Full,LT 40ft
Caribou Munroes,ON ,2,CampsitePermit,Full,ST
Salsman,NS ,1,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,LT 30ft
Laurie,NS ,5,CampsitePermit,Full,ST
Thomas Raddall,NS ,3,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT 20ft
Graves Island,NS ,2,CampsitePermit,Full,ST
Porters Lake,NS ,5,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,2,CampsitePermit,Full,ST
Graves Island,ON ,3,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,6,CampsitePermit,Full,Tents
Caribou Munroes,ON ,3,CampsitePermit,Full,ST
Five Islands,NS ,5,CampsitePermit,Full,ST
Graves Island,ON ,6,CampsitePermit,Full,LT 20ft
Laurie,NS ,1,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT 30ft
Porters Lake,ON ,2,CampsitePermit,Full,LT 30ft
Blomidon,NS ,5,CampsitePermit,Full,Tents
Valleyview,NS ,2,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,4,CampsitePermit,Full,LT 30ft
Smileys,NS ,2,CampsitePermit,Full,LT 20ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT 20ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,LT 30ft
Blomidon,ON ,2,CampsitePermit,Full,ST
Battery,AB ,2,CampsitePermit,Full,ST
Whycocomagh,NS ,2,CampsitePermit,Full,ST
Blomidon,NS ,5,CampsitePermit,Full,Tents
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Mira River,ON ,2,CampsitePermit,Full,LT 30ft
Five Islands,NS ,2,CampsitePermit,Full,ST
Mira River,NS ,2,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Graves Island,NS ,3,CampsitePermit,Full,Tents
Blomidon,NS ,3,CampsitePermit,Full,LT 20ft
Blomidon,NS ,4,CampsitePermit,Full,Tents
Mira River,QC ,3,CampsitePermit,Full,Tents
Five Islands,NS ,2,CampsitePermit,Host,LT 20ft
Graves Island,NS ,2,CampsitePermit,Senior,LT 30ft
Five Islands,NS ,3,CampsitePermit,Full,ST
Laurie,NS ,2,CampsitePermit,Full,LT 30ft
Graves Island,ON ,4,CampsitePermit,Full,LT 30ft
Graves Island,NS ,2,CampsitePermit,Full,LT 30ft
Whycocomagh,NB ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,3,CampsitePermit,Full,Tents
Laurie,AB ,2,CampsitePermit,Full,ST
Smileys,NS ,4,CampsitePermit,Senior,LT 30ft
Blomidon,NS ,4,CampsitePermit,Full,LT 30ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,ON ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,3,CampsitePermit,Full,ST
Dollar Lake,NS ,5,CampsitePermit,Full,LT 30ft
Graves Island,NS ,5,CampsitePermit,Full,LT 30ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Graves Island,ON ,1,CampsitePermit,Full,ST
The Islands,NS ,2,CampsitePermit,Full,LT 30ft
Ellenwood Lake,NS ,4,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,5,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Five Islands,ON ,2,CampsitePermit,Senior,LT 20ft
Mira River,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Senior,LT 30ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT 30ft
Ellenwood Lake,NS ,5,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,3,CampsitePermit,Full,ST
Salsman,NS ,2,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,LT 40ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Graves Island,ON ,3,CampsitePermit,Full,LT 20ft
Battery,QC ,1,CampsitePermit,Full,ST
Valleyview,ON ,2,CampsitePermit,Senior,ST
Rissers Beach,NS ,5,CampsitePermit,Senior,LT 40ft
Battery,NS ,5,CampsitePermit,Full,LT 30ft
Ellenwood Lake,QC ,2,CampsitePermit,Full,ST
Ellenwood Lake,QC ,2,CampsitePermit,Full,ST
Salsman,NS ,2,CampsitePermit,Senior,ST
Mira River,NS ,4,CampsitePermit,Full,ST
Caribou Munroes,QC ,4,CampsitePermit,Full,ST
Laurie,BC ,1,CampsitePermit,Full,ST
Porters Lake,NS ,2,CampsitePermit,Full,LT 20ft
Graves Island,ON ,2,CampsitePermit,Full,ST
Amherst Shore,ON ,2,CampsitePermit,Full,ST
Blomidon,NS ,2,CampsitePermit,Full,ST
Amherst Shore,QC ,1,CampsitePermit,Full,LT 20ft
Blomidon,NS ,3,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,LT 30ft
Laurie,NS ,2,CampsitePermit,Full,ST
Porters Lake,AB ,5,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Mira River,QC ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,2,CampsitePermit,Full,LT 40ft
Dollar Lake,ON ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,4,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,4,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,3,CampsitePermit,Full,Tents
Graves Island,ON ,2,CampsitePermit,Senior,LT 30ft
Rissers Beach,NS ,3,CampsitePermit,Full,LT 20ft
Graves Island,NS ,4,CampsitePermit,Full,LT 30ft
Blomidon,ON ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,4,CampsitePermit,Full,ST
Blomidon,NS ,3,CampsitePermit,Full,ST
Valleyview,NS ,2,CampsitePermit,Full,ST
Laurie,ON ,2,CampsitePermit,Full,LT 20ft
Smileys,NS ,4,CampsitePermit,Full,ST
Porters Lake,NS ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,ST
Ellenwood Lake,NS ,1,CampsitePermit,Full,LT 30ft
Battery,NS ,2,CampsitePermit,Full,LT 40ft
Cape Chignecto,NS ,6,BackcountryPermit,Full,ST
Graves Island,ON ,1,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Senior,LT 30ft
Whycocomagh,ON ,2,CampsitePermit,Senior,LT 20ft
Mira River,NB ,3,CampsitePermit,Full,ST
Graves Island,NS ,5,CampsitePermit,Full,LT 30ft
Blomidon,NS ,1,CampsitePermit,Full,ST
Smileys,ON ,2,CampsitePermit,Full,ST
Battery,NS ,3,CampsitePermit,Full,Tents
Whycocomagh,AB ,4,YurtPermit,Full,Tents
Blomidon,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,ON ,3,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,LT 30ft
Blomidon,ON ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,5,CampsitePermit,Full,LT 20ft
Battery,QC ,2,CampsitePermit,Full,ST
Amherst Shore,QC ,2,CampsitePermit,Full,LT 20ft
Ellenwood Lake,NS ,3,CampsitePermit,Full,ST
Blomidon,NS ,5,CampsitePermit,Full,ST
Porters Lake,NS ,4,CampsitePermit,Full,Tents
Rissers Beach,ON ,2,CampsitePermit,Full,ST
Battery,NS ,2,CampsitePermit,Full,ST
Salsman,NS ,2,CampsitePermit,Full,LT 30ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 30ft
Amherst Shore,NS ,5,CampsitePermit,Full,LT 20ft
Smileys,NS ,4,CampsitePermit,Full,LT 20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,LT 20ft
The Islands,NS ,4,CampsitePermit,Full,ST
Cape Chignecto,NS ,4,BackcountryPermit,Full,ST
Five Islands,QC ,2,CampsitePermit,Senior,LT 20ft
Rissers Beach,NS ,5,CampsitePermit,Full,LT 20ft
Rissers Beach,ON ,1,CampsitePermit,Full,ST
Caribou Munroes,NS ,6,CampsitePermit,Senior,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 30ft
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Mira River,ON ,6,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,6,CampsitePermit,Veteran,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Thomas Raddall,NS ,4,CampsitePermit,Full,LT 30ft
The Islands,ON ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,4,CampsitePermit,Full,ST
Graves Island,NS ,4,CampsitePermit,Full,Tents
Rissers Beach,NS ,5,CampsitePermit,Full,LT 20ft
Battery,ON ,2,CampsitePermit,Senior,ST
Salsman,ON ,2,CampsitePermit,Full,ST
Dollar Lake,NS ,3,CampsitePermit,Full,ST
Dollar Lake,NS ,4,CampsitePermit,Full,LT 20ft
Thomas Raddall,NS ,6,CampsitePermit,Full,Tents
Porters Lake,ON ,2,CampsitePermit,Full,LT 40ft
Blomidon,NS ,3,CampsitePermit,Full,LT 20ft
Rissers Beach,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,2,CampsitePermit,Full,LT 20ft
Graves Island,NS ,2,CampsitePermit,Senior,LT 30ft
Whycocomagh,ON ,5,CampsitePermit,Full,Tents
Caribou Munroes,ON ,2,CampsitePermit,Full,LT 30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,LT 30ft
Five Islands,NS ,3,CampsitePermit,Full,Tents
Graves Island,NS ,6,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,ST
Amherst Shore,NS ,6,CampsitePermit,Full,Tents
Mira River,NS ,4,CampsitePermit,Full,LT 20ft
Laurie,QC ,3,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 20ft
Mira River,NS ,3,CampsitePermit,Full,LT 20ft
The Islands,NS ,2,CampsitePermit,Senior,ST
Ellenwood Lake,NS ,4,CampsitePermit,Full,Tents
Mira River,NS ,4,CampsitePermit,Full,ST
Rissers Beach,NB ,2,CampsitePermit,Full,ST
Mira River,ON ,6,CampsitePermit,Full,LT 40ft
Mira River,QC ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,LT 30ft
Blomidon,NS ,4,CampsitePermit,Full,Tents
Smileys,QC ,2,CampsitePermit,Full,LT 20ft
Five Islands,ON ,2,CampsitePermit,Full,LT 20ft
Graves Island,ON ,5,CampsitePermit,Full,Tents
Graves Island,NS ,1,CampsitePermit,Senior,LT 20ft
Five Islands,ON ,1,CampsitePermit,Full,ST
Laurie,NS ,4,CampsitePermit,Full,ST
Dollar Lake,NS ,6,CampsitePermit,Full,ST
Mira River,NS ,4,CampsitePermit,Full,ST
The Islands,NS ,2,CampsitePermit,Senior,LT 30ft
Mira River,NS ,4,CampsitePermit,Full,LT 20ft
Porters Lake,NS ,4,CampsitePermit,Full,ST
Blomidon,ON ,6,CampsitePermit,Full,ST
Salsman,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,ST
Graves Island,NS ,6,CampsitePermit,Full,LT 30ft
Battery,NS ,2,CampsitePermit,Full,LT 20ft
Smileys,NS ,6,CampsitePermit,Full,LT 40ft
Thomas Raddall,NS ,3,CampsitePermit,Full,LT 30ft
Dollar Lake,ON ,3,CampsitePermit,Full,ST
Mira River,QC ,4,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 20ft
Blomidon,NS ,3,CampsitePermit,Full,ST
Thomas Raddall,NS ,2,CampsitePermit,Senior,LT 20ft
Mira River,NS ,4,CampsitePermit,Full,LT 20ft
Caribou Munroes,QC ,2,CampsitePermit,Full,ST
Ellenwood Lake,NS ,4,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,LT 40ft
Cape Chignecto,NB ,1,BackcountryPermit,Full,ST
Mira River,ON ,3,CampsitePermit,Full,LT 20ft
Graves Island,NS ,2,CampsitePermit,Full,LT 30ft
Laurie,NS ,2,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,3,CampsitePermit,Full,LT 30ft
Battery,NS ,2,CampsitePermit,Veteran,ST
Mira River,NB ,6,CampsitePermit,Full,LT 20ft
Caribou Munroes,ON ,5,CampsitePermit,Full,ST
Five Islands,NS ,2,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,LT 30ft
Thomas Raddall,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 20ft
Blomidon,NS ,4,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,5,CampsitePermit,Full,Tents
Whycocomagh,NS ,2,CampsitePermit,Full,LT 30ft
Graves Island,ON ,1,CampsitePermit,Full,LT 20ft
Dollar Lake,NS ,4,CampsitePermit,Full,LT 30ft
Thomas Raddall,NS ,5,CampsitePermit,Full,ST
The Islands,QC ,2,CampsitePermit,Senior,ST
Whycocomagh,NS ,3,CampsitePermit,Full,LT 20ft
Ellenwood Lake,NS ,6,CampsitePermit,Full,LT 20ft
Graves Island,ON ,2,CampsitePermit,Full,LT 20ft
Graves Island,NS ,2,CampsitePermit,Full,LT 20ft
Caribou Munroes,NS ,2,CampsitePermit,Senior,LT 20ft
Graves Island,NS ,3,CampsitePermit,Full,LT 30ft
Rissers Beach,NS ,4,CampsitePermit,Senior,LT 40ft
Rissers Beach,NS ,4,CampsitePermit,Veteran,ST
Dollar Lake,NS ,2,CampsitePermit,Full,ST
Whycocomagh,NS ,3,YurtPermit,Full,Tents
Caribou Munroes,BC ,4,CampsitePermit,Full,ST
Mira River,NS ,3,CampsitePermit,Full,LT 40ft
Blomidon,NS ,2,CampsitePermit,Full,LT 20ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,4,CampsitePermit,Full,LT 20ft
Five Islands,NS ,3,CampsitePermit,Full,ST
Battery,QC ,2,CampsitePermit,Full,ST
Rissers Beach,NS ,2,CampsitePermit,Full,LT 20ft
Blomidon,NS ,2,CampsitePermit,Full,ST
Caribou Munroes,NS ,4,CampsitePermit,Full,LT 40ft
Cape Chignecto,NB ,1,BackcountryPermit,Full,ST
Caribou Munroes,NS ,2,CampsitePermit,Full,LT 30ft
Dollar Lake,NS ,2,CampsitePermit,Senior,LT 30ft
Porters Lake,NS ,5,CampsitePermit,Full,Tents
