ParkName,State,partySize,BookingType,RateType,Equipment
Porters Lake,QC ,2,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,5,CampsitePermit,Full,Less than 20ft
Porters Lake,NS ,3,CampsitePermit,Full,Less than 20ft
Porters Lake,NS ,2,CampsitePermit,Full,Less than 20ft
Blomidon,NS ,5,CampsitePermit,Full,Tents
Valleyview,NS ,4,CampsitePermit,Senior,Single Tent
Mira River,NB ,2,CampsitePermit,Senior,Single Tent
Valleyview,NB ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,4,CampsitePermit,Full,Less than 20ft
Caribou Munroes,QC ,5,CampsitePermit,Full,Less than 40ft
Graves Island,ON ,3,CampsitePermit,Full,Less than 20ft
Five Islands,ON ,5,CampsitePermit,Full,Tents
Thomas Raddall,ON ,4,CampsitePermit,Full,Single Tent
Graves Island,NS ,3,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 20ft
Porters Lake,NB ,1,CampsitePermit,Full,Single Tent
Amherst Shore,QC ,2,CampsitePermit,Full,Less than 30ft
Whycocomagh,NS ,5,CampsitePermit,Full,Less than 30ft
Blomidon,NS ,2,CampsitePermit,Full,Single Tent
Smileys,NS ,2,CampsitePermit,Full,Less than 30ft
Blomidon,NS ,1,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 30ft
Smileys,NS ,2,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 30ft
Porters Lake,NS ,1,CampsitePermit,Full,Single Tent
Mira River,NS ,2,CampsitePermit,Full,Single Tent
Cape Chignecto,NS ,2,BackcountryPermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 30ft
Caribou Munroes,QC ,2,CampsitePermit,Full,Single Tent
Porters Lake,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,ON ,3,CampsitePermit,Full,Single Tent
Laurie,NS ,2,CampsitePermit,Full,Less than 40ft
Rissers Beach,NS ,3,CampsitePermit,Full,Less than 20ft
Graves Island,QC ,4,CampsitePermit,Full,Less than 20ft
Porters Lake,ON ,3,CampsitePermit,Full,Single Tent
Caribou Munroes,NB ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,4,CampsitePermit,Full,Less than 20ft
Blomidon,BC ,2,CampsitePermit,Senior,Single Tent
Ellenwood Lake,NS ,2,CampsitePermit,Full,Less than 30ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,Single Tent
Five Islands,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 30ft
Graves Island,NS ,2,CampsitePermit,Full,Single Tent
Whycocomagh,NS ,2,CampsitePermit,Senior,Less than 20ft
Battery,AB ,1,CampsitePermit,Full,Single Tent
Mira River,NS ,5,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 20ft
Porters Lake,NS ,2,CampsitePermit,Full,Single Tent
The Islands,NS ,2,CampsitePermit,Full,Less than 20ft
Mira River,NS ,6,CampsitePermit,Full,Tents
Boylston,BC ,2,CampsitePermit,Full,Less than 20ft
Smileys,NS ,3,CampsitePermit,Full,Less than 30ft
Battery,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,QC ,1,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Blomidon,NS ,2,CampsitePermit,Full,Single Tent
Smileys,NS ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,AB ,1,CampsitePermit,Full,Single Tent
Graves Island,NS ,1,CampsitePermit,Full,Less than 20ft
Battery,QC ,2,CampsitePermit,Senior,Greater than 40ft
Graves Island,NS ,2,CampsitePermit,Full,Single Tent
Smileys,ON ,2,CampsitePermit,Full,Single Tent
Smileys,NB ,2,CampsitePermit,Full,Less than 20ft
Battery,NS ,2,CampsitePermit,Senior,Less than 40ft
Dollar Lake,NS ,2,CampsitePermit,Full,Less than 20ft
Graves Island,NS ,2,CampsitePermit,Full,Single Tent
Smileys,ON ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,3,CampsitePermit,Full,Less than 30ft
Porters Lake,NS ,3,CampsitePermit,Full,Single Tent
Battery,NS ,2,CampsitePermit,Full,Less than 20ft
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Smileys,NS ,1,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,3,CampsitePermit,Full,Single Tent
Mira River,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,5,CampsitePermit,Full,Less than 20ft
Graves Island,NS ,2,CampsitePermit,Senior,Less than 30ft
Thomas Raddall,NS ,1,CampsitePermit,Full,Single Tent
Caribou Munroes,QC ,2,CampsitePermit,Full,Single Tent
Mira River,QC ,2,CampsitePermit,Senior,Single Tent
Blomidon,NS ,4,CampsitePermit,Full,Less than 30ft
Ellenwood Lake,NS ,4,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,5,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,4,CampsitePermit,Full,Single Tent
Blomidon,QC ,2,CampsitePermit,Full,Single Tent
The Islands,NS ,2,CampsitePermit,Senior,Less than 20ft
Rissers Beach,NL ,1,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Host,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Amherst Shore,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,3,CampsitePermit,Full,Single Tent
Caribou Munroes,QC ,2,CampsitePermit,Full,Single Tent
Whycocomagh,NB ,1,YurtPermit,Full,Tents
Thomas Raddall,QC ,2,CampsitePermit,Senior,Less than 30ft
Rissers Beach,QC ,2,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 30ft
Valleyview,NS ,2,CampsitePermit,Full,Less than 20ft
Five Islands,ON ,4,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,Single Tent
Amherst Shore,PE ,3,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 30ft
Amherst Shore,QC ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Thomas Raddall,NS ,2,CampsitePermit,Full,Less than 30ft
Ellenwood Lake,NS ,2,CampsitePermit,Senior,Less than 20ft
Boylston,QC ,2,CampsitePermit,Full,Single Tent
Porters Lake,PE ,3,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Mira River,QC ,2,CampsitePermit,Senior,Less than 20ft
Graves Island,ON ,1,CampsitePermit,Full,Single Tent
Five Islands,ON ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,3,CampsitePermit,Full,Less than 30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,Single Tent
Whycocomagh,NS ,6,CampsitePermit,Full,Less than 30ft
Five Islands,NS ,5,CampsitePermit,Full,Less than 20ft
Porters Lake,QC ,2,CampsitePermit,Full,Single Tent
Salsman,NS ,2,CampsitePermit,Full,Less than 30ft
Mira River,NS ,2,CampsitePermit,Senior,Less than 30ft
Dollar Lake,NS ,4,CampsitePermit,Full,Less than 30ft
Smileys,NS ,3,CampsitePermit,Full,Less than 20ft
Five Islands,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 30ft
Porters Lake,NS ,4,CampsitePermit,Senior,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,6,CampsitePermit,Full,Less than 20ft
Dollar Lake,NS ,4,CampsitePermit,Full,Single Tent
Mira River,NS ,6,CampsitePermit,Full,Less than 40ft
Battery,QC ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,4,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,4,CampsitePermit,Full,Less than 20ft
Mira River,NS ,7,CampsitePermit,Full,Single Tent
Amherst Shore,NS ,4,CampsitePermit,Full,Less than 30ft
Mira River,NS ,2,CampsitePermit,Full,Less than 40ft
Whycocomagh,NS ,2,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,3,CampsitePermit,Full,Less than 20ft
Five Islands,NS ,2,CampsitePermit,Senior,Less than 20ft
Caribou Munroes,NS ,5,CampsitePermit,Full,Less than 20ft
Porters Lake,NS ,2,CampsitePermit,Full,Less than 30ft
Caribou Munroes,NS ,2,CampsitePermit,Senior,Less than 20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,Single Tent
Laurie,ON ,4,CampsitePermit,Full,Less than 20ft
Rissers Beach,NB ,2,CampsitePermit,Full,Single Tent
Smileys,NS ,3,CampsitePermit,Full,Less than 30ft
Caribou Munroes,NS ,4,CampsitePermit,Full,Less than 20ft
Whycocomagh,QC ,2,CampsitePermit,Full,Less than 30ft
Boylston,NS ,1,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,1,CampsitePermit,Full,Single Tent
Blomidon,NS ,1,CampsitePermit,Full,Single Tent
Five Islands,NB ,4,CampsitePermit,Full,Single Tent
Caribou Munroes,ON ,4,CampsitePermit,Full,Less than 20ft
Smileys,NS ,2,CampsitePermit,Full,Less than 30ft
Laurie,NS ,3,CampsitePermit,Full,Less than 20ft
Amherst Shore,BC ,2,CampsitePermit,Full,Less than 20ft
Cape Chignecto,NS ,2,BackcountryPermit,Full,Single Tent
The Islands,NB ,4,CampsitePermit,Veteran,Less than 40ft
Caribou Munroes,NS ,3,CampsitePermit,Full,Tents
Mira River,NS ,4,CampsitePermit,Full,Less than 30ft
Blomidon,NS ,3,CampsitePermit,Full,Less than 20ft
Whycocomagh,QC ,2,CampsitePermit,Full,Single Tent
Rissers Beach,AB ,2,CampsitePermit,Full,Single Tent
Porters Lake,NS ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,5,CampsitePermit,Full,Less than 20ft
Battery,ON ,3,CampsitePermit,Senior,Greater than 40ft
Cape Chignecto,NS ,3,BackcountryPermit,Full,Cabin
Dollar Lake,NS ,2,CampsitePermit,Senior,Single Tent
Ellenwood Lake,NS ,4,CampsitePermit,Full,Single Tent
Battery,NB ,2,CampsitePermit,Full,Single Tent
Mira River,ON ,3,CampsitePermit,Full,Less than 30ft
Caribou Munroes,NS ,3,CampsitePermit,Full,Less than 30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 20ft
Graves Island,NS ,4,CampsitePermit,Full,Less than 20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Smileys,NS ,1,CampsitePermit,Full,Less than 40ft
Graves Island,QC ,2,CampsitePermit,Full,Less than 30ft
Five Islands,NS ,2,CampsitePermit,Host,Less than 30ft
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Caribou Munroes,NS ,4,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 20ft
Thomas Raddall,NS ,1,CampsitePermit,Full,Single Tent
Five Islands,ON ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 30ft
Five Islands,QC ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,5,CampsitePermit,Full,Single Tent
Amherst Shore,NS ,4,CampsitePermit,Full,Less than 30ft
Whycocomagh,NS ,4,CampsitePermit,Full,Less than 40ft
Graves Island,NS ,2,CampsitePermit,Full,Less than 20ft
Thomas Raddall,NS ,2,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,3,CampsitePermit,Full,Single Tent
Blomidon,NS ,1,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
The Islands,QC ,2,CampsitePermit,Full,Single Tent
Blomidon,NS ,3,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Host,Less than 30ft
Mira River,NS ,4,CampsitePermit,Full,Less than 30ft
Blomidon,NS ,4,CampsitePermit,Full,Less than 20ft
Blomidon,NS ,2,CampsitePermit,Full,Less than 30ft
Mira River,NS ,2,CampsitePermit,Full,Less than 30ft
Rissers Beach,BC ,1,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,1,CampsitePermit,Full,Single Tent
The Islands,NS ,3,CampsitePermit,Full,Single Tent
Battery,NS ,3,CampsitePermit,Full,Single Tent
Boylston,NS ,1,CampsitePermit,Full,Single Tent
Laurie,NS ,2,CampsitePermit,Full,Less than 30ft
Graves Island,NS ,2,CampsitePermit,Full,Less than 20ft
Laurie,NS ,2,CampsitePermit,Full,Single Tent
Blomidon,NS ,2,CampsitePermit,Senior,Single Tent
Thomas Raddall,NS ,6,CampsitePermit,Full,Single Tent
Blomidon,NS ,4,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,4,CampsitePermit,Senior,Less than 30ft
Graves Island,NS ,2,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,Less than 20ft
Laurie,NS ,4,CampsitePermit,Full,Single Tent
Blomidon,ON ,3,CampsitePermit,Full,Single Tent
Whycocomagh,BC ,5,CampsitePermit,Full,Single Tent
Cape Chignecto,NB ,2,BackcountryPermit,Full,Single Tent
Amherst Shore,PE ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 20ft
Mira River,NS ,3,CampsitePermit,Veteran,Less than 30ft
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 20ft
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Thomas Raddall,QC ,1,CampsitePermit,Full,Single Tent
Laurie,ON ,2,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,2,CampsitePermit,Full,Single Tent
Amherst Shore,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,3,CampsitePermit,Full,Less than 20ft
Amherst Shore,QC ,2,CampsitePermit,Senior,Less than 20ft
Dollar Lake,NS ,6,CampsitePermit,Full,Tents
Rissers Beach,QC ,2,CampsitePermit,Full,Less than 20ft
The Islands,NS ,2,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,4,CampsitePermit,Full,Single Tent
Mira River,NL ,3,CampsitePermit,Senior,Less than 30ft
Five Islands,NS ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,QC ,2,CampsitePermit,Full,Single Tent
Smileys,NS ,6,CampsitePermit,Full,Tents
Rissers Beach,NS ,1,CampsitePermit,Full,Less than 20ft
Cape Chignecto,NB ,1,BackcountryPermit,Full,Single Tent
Mira River,NS ,6,CampsitePermit,FULL,Less than 40ft
Mira River,QC ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 20ft
Graves Island,NS ,3,CampsitePermit,Veteran,Less than 40ft
Salsman,NS ,2,CampsitePermit,Senior,Less than 20ft
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Caribou Munroes,ON ,4,CampsitePermit,Full,Less than 20ft
Mira River,NS ,2,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,4,CampsitePermit,Full,Tents
Whycocomagh,NS ,2,YurtPermit,Full,Tents
Ellenwood Lake,QC ,2,CampsitePermit,Full,Single Tent
Smileys,NS ,6,CampsitePermit,Full,Tents
Laurie,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,2,CampsitePermit,Full,Single Tent
Boylston,NS ,3,CampsitePermit,Full,Single Tent
Porters Lake,NS ,3,CampsitePermit,Full,Single Tent
Blomidon,QC ,2,CampsitePermit,Senior,Single Tent
Whycocomagh,QC ,2,CampsitePermit,Full,Single Tent
Cape Chignecto,NB ,4,BackcountryPermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Single Tent
Five Islands,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,3,CampsitePermit,Full,Single Tent
Mira River,NS ,5,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,3,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,3,CampsitePermit,Full,Single Tent
Mira River,NS ,4,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Full,Single Tent
Ellenwood Lake,PE ,2,CampsitePermit,Full,Less than 20ft
Graves Island,NS ,2,CampsitePermit,Full,Tents
Smileys,BC ,5,CampsitePermit,Full,Single Tent
Mira River,NS ,5,CampsitePermit,Full,Less than 30ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,Less than 30ft
Graves Island,QC ,2,CampsitePermit,Senior,Single Tent
Graves Island,QC ,1,CampsitePermit,Full,Single Tent
Mira River,QC ,1,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,3,CampsitePermit,Full,Single Tent
Amherst Shore,NS ,2,CampsitePermit,Senior,Less than 20ft
Dollar Lake,NS ,4,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,6,CampsitePermit,Full,Less than 40ft
Blomidon,NS ,3,CampsitePermit,Full,Single Tent
Caribou Munroes,QC ,2,CampsitePermit,Senior,Less than 20ft
Rissers Beach,NS ,3,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 30ft
The Islands,ON ,3,CampsitePermit,Senior,Less than 30ft
Porters Lake,NS ,4,CampsitePermit,Full,Less than 30ft
Ellenwood Lake,NS ,5,CampsitePermit,Full,Single Tent
Porters Lake,NS ,4,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Thomas Raddall,NS ,6,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,3,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Senior,Less than 30ft
Caribou Munroes,NS ,4,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,5,CampsitePermit,Full,Single Tent
Mira River,NS ,3,CampsitePermit,Full,Less than 20ft
Blomidon,NS ,1,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,3,CampsitePermit,Full,Tents
Ellenwood Lake,NS ,1,CampsitePermit,Full,Tents
Laurie,NS ,4,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,2,CampsitePermit,Full,Single Tent
Mira River,ON ,2,CampsitePermit,Senior,Less than 30ft
Laurie,NS ,4,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,2,CampsitePermit,Senior,Less than 30ft
Blomidon,NS ,4,CampsitePermit,Full,Less than 30ft
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,3,CampsitePermit,Full,Less than 30ft
Graves Island,NS ,5,CampsitePermit,Full,Less than 30ft
Porters Lake,NS ,6,CampsitePermit,Full,Tents
Boylston,NS ,2,CampsitePermit,Senior,Less than 20ft
Mira River,BC ,2,CampsitePermit,Senior,Single Tent
Amherst Shore,ON ,3,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 40ft
Laurie,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,QC ,2,CampsitePermit,Full,Less than 20ft
Amherst Shore,NS ,4,CampsitePermit,Full,Less than 20ft
Ellenwood Lake,AB ,2,CampsitePermit,Full,Less than 20ft
Graves Island,ON ,1,CampsitePermit,Full,Single Tent
Smileys,NS ,4,CampsitePermit,Full,Less than 20ft
Blomidon,NS ,2,CampsitePermit,Full,Single Tent
The Islands,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,NS ,4,CampsitePermit,Full,Tents
Graves Island,NS ,2,CampsitePermit,Full,Less than 20ft
Mira River,QC ,2,CampsitePermit,Senior,Less than 20ft
Amherst Shore,NB ,4,CampsitePermit,Full,Single Tent
The Islands,NS ,5,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Senior,Less than 30ft
Salsman,NS ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Tents
Porters Lake,NS ,4,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,5,CampsitePermit,Full,Single Tent
Whycocomagh,NS ,4,CampsitePermit,Full,Less than 30ft
Mira River,NS ,2,CampsitePermit,Full,Less than 40ft
Five Islands,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,NS ,4,CampsitePermit,Full,Tents
Rissers Beach,NS ,2,CampsitePermit,Full,Single Tent
Battery,NS ,6,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,4,CampsitePermit,Full,Less than 30ft
Graves Island,NS ,3,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,5,CampsitePermit,Full,Less than 40ft
Dollar Lake,NS ,1,CampsitePermit,Senior,Single Tent
Whycocomagh,NS ,2,CampsitePermit,Full,Single Tent
Five Islands,NS ,2,CampsitePermit,Full,Single Tent
Whycocomagh,BC ,2,CampsitePermit,Senior,Less than 20ft
Dollar Lake,NS ,3,CampsitePermit,Full,Tents
Porters Lake,QC ,4,CampsitePermit,Full,Less than 20ft
The Islands,NS ,2,CampsitePermit,Full,Less than 30ft
Mira River,BC ,2,CampsitePermit,Full,Less than 20ft
Ellenwood Lake,NB ,2,CampsitePermit,Senior,Single Tent
Rissers Beach,ON ,4,CampsitePermit,Full,Single Tent
Five Islands,ON ,3,CampsitePermit,Full,Single Tent
Battery,QC ,6,CampsitePermit,Full,Single Tent
Whycocomagh,QC ,2,CampsitePermit,Full,Less than 20ft
Laurie,NS ,4,CampsitePermit,Full,Less than 40ft
Thomas Raddall,NS ,4,CampsitePermit,Full,Less than 30ft
Whycocomagh,ON ,4,CampsitePermit,Full,Tents
Valleyview,NS ,5,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,1,CampsitePermit,Full,Less than 20ft
Smileys,NS ,4,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 20ft
Rissers Beach,NS ,1,CampsitePermit,Full,Less than 20ft
Ellenwood Lake,NS ,2,CampsitePermit,Full,Single Tent
Battery,ON ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Caribou Munroes,QC ,2,CampsitePermit,Full,Less than 20ft
The Islands,NS ,2,CampsitePermit,Full,Single Tent
Laurie,NS ,4,CampsitePermit,Full,Tents
Laurie,NS ,6,CampsitePermit,Full,Single Tent
Graves Island,NS ,6,CampsitePermit,Full,Tents
Thomas Raddall,QC ,2,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,4,CampsitePermit,Full,Single Tent
Dollar Lake,NS ,3,CampsitePermit,Full,Single Tent
Five Islands,NS ,3,CampsitePermit,Full,Single Tent
Mira River,QC ,2,CampsitePermit,Senior,Less than 20ft
Dollar Lake,NS ,2,CampsitePermit,Full,Single Tent
The Islands,ON ,4,CampsitePermit,Full,Less than 20ft
Five Islands,NB ,4,CampsitePermit,Full,Single Tent
Valleyview,NS ,3,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Less than 20ft
Mira River,NS ,7,CampsitePermit,Full,Less than 40ft
Caribou Munroes,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,ON ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 20ft
Porters Lake,NS ,2,CampsitePermit,Senior,Less than 30ft
Mira River,ON ,2,CampsitePermit,Full,Less than 20ft
Five Islands,NS ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Amherst Shore,NS ,2,CampsitePermit,Full,Less than 30ft
Blomidon,NS ,4,CampsitePermit,Full,Single Tent
Porters Lake,NS ,3,CampsitePermit,Full,Single Tent
Mira River,BC ,2,CampsitePermit,Senior,Less than 30ft
Blomidon,NS ,4,CampsitePermit,Full,Single Tent
Laurie,NS ,2,CampsitePermit,Full,Single Tent
Porters Lake,ON ,4,CampsitePermit,Full,Single Tent
Mira River,NS ,3,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,6,CampsitePermit,Full,Less than 30ft
Porters Lake,QC ,2,CampsitePermit,Full,Single Tent
Graves Island,NS ,3,CampsitePermit,Full,Less than 40ft
Dollar Lake,NS ,4,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Senior,Less than 30ft
Blomidon,NS ,6,CampsitePermit,Full,Tents
Laurie,NS ,1,CampsitePermit,Full,Single Tent
Mira River,NS ,2,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,2,CampsitePermit,Full,Less than 20ft
Mira River,ON ,2,CampsitePermit,Full,Single Tent
Blomidon,NS ,6,CampsitePermit,Full,Tents
Boylston,NS ,2,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,8,CampsitePermit,Full,Single Tent
Cape Chignecto,NS ,2,BackcountryPermit,Full,Single Tent
Porters Lake,NS ,2,CampsitePermit,Senior,Single Tent
Blomidon,NS ,4,CampsitePermit,Full,Single Tent
Caribou Munroes,ON ,2,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,3,CampsitePermit,Full,Single Tent
Blomidon,NS ,5,CampsitePermit,Full,Tents
Thomas Raddall,NS ,4,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,6,CampsitePermit,Full,Tents
Mira River,NS ,2,CampsitePermit,Full,Single Tent
Blomidon,NS ,4,CampsitePermit,Full,Single Tent
Mira River,NS ,6,CampsitePermit,Full,Less than 20ft
Porters Lake,NS ,4,CampsitePermit,Full,Tents
Caribou Munroes,PE ,2,CampsitePermit,Senior,Single Tent
Smileys,NS ,4,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,5,CampsitePermit,Full,Tents
Amherst Shore,NS ,2,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,3,CampsitePermit,Full,Single Tent
Blomidon,NS ,4,CampsitePermit,Full,Less than 40ft
Caribou Munroes,NS ,5,CampsitePermit,Full,Less than 20ft
Battery,QC ,6,CampsitePermit,Full,Single Tent
Ellenwood Lake,NS ,4,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,3,CampsitePermit,Full,Single Tent
Laurie,NS ,3,CampsitePermit,Full,Tents
Amherst Shore,ON ,6,CampsitePermit,Full,Tents
Smileys,NS ,3,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,4,CampsitePermit,Full,Single Tent
Mira River,NS ,2,CampsitePermit,Full,Less than 20ft
Caribou Munroes,NS ,3,CampsitePermit,Full,Less than 30ft
Graves Island,NS ,3,CampsitePermit,Full,Less than 30ft
Rissers Beach,NS ,3,CampsitePermit,Full,Single Tent
Caribou Munroes,NS ,2,CampsitePermit,Full,Less than 20ft
Ellenwood Lake,NS ,2,CampsitePermit,Senior,Less than 30ft
Mira River,ON ,7,CampsitePermit,Full,Single Tent
Mira River,NS ,4,CampsitePermit,Full,Single Tent
Thomas Raddall,NS ,1,CampsitePermit,Full,Single Tent
Battery,ON ,2,CampsitePermit,Senior,Single Tent
Five Islands,NS ,1,CampsitePermit,Full,Single Tent
Rissers Beach,NS ,3,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Full,Less than 30ft
Battery,ON ,3,CampsitePermit,Full,Single Tent
Graves Island,NS ,2,CampsitePermit,Senior,Less than 30ft
Graves Island,NS ,1,CampsitePermit,Full,Single Tent
Battery,ON ,2,CampsitePermit,Full,Single Tent
